Case #1: 70
7 18 109897
2 5 175431
7 10 237995
3 14 341813
5 15 185363
3 12 240953
6 11 215104
2 1 251089
8 4 237064
17 12 219494
13 5 319977
8 9 56489
11 12 408944
8 1 123291
12 13 166548
17 10 25614
16 4 119868
4 17 131369
9 15 166585
1 13 144760
15 10 97122
9 2 132113
10 16 14113
6 18 128058
17 7 212381
15 17 122656
14 2 317942
10 5 88321
15 6 97082
3 18 25051
1 4 192731
13 6 231696
14 8 386275
5 17 62707
14 11 432493
2 18 101711
14 4 155887
3 6 153109
6 16 14073
18 12 215902
8 18 26087
8 6 154145
10 4 105755
8 16 154375
13 14 370299
7 16 252028
16 13 245769
10 2 229809
2 6 229769
1 6 86936
6 12 193920
3 5 98771
2 3 126762
10 18 128098
14 10 261642
11 16 229177
15 2 261235
16 5 102354
11 7 218424
8 15 133437
16 14 275755
2 17 204195
5 11 303385
6 17 25574
17 13 257270
5 9 104122
7 14 355917
2 12 114191
14 5 286468
4 9 241379
17 11 240678
11 3 303270
15 12 291002
11 4 320819
8 3 51138
9 12 246304
9 7 140299
10 9 158500
12 10 193880
15 4 202877
16 1 101009
4 13 337491
9 18 30402
6 9 158460
14 15 357082
4 12 299635
13 11 446800
13 9 277680
4 7 200030
3 13 319189
7 15 269421
16 17 39647
16 15 111155
8 17 128571
5 7 179418
15 13 154906
12 5 282201
5 18 73720
1 15 10146
2 13 280739
5 6 88281
17 1 112510
4 2 312688
8 11 354408
3 10 153149
1 3 174429
3 9 55453
1 18 149378
13 18 294138
8 2 127798
4 3 185926
5 1 175217
1 10 86976
8 10 154185
2 16 243842
8 7 135984
4 5 189715
12 8 241989
11 15 312186
3 7 84846
4 18 210977
16 18 142131
Case #186: 40
7 9 440985
2 10 269167
15 5 451813
4 14 272452
7 13 399860
7 14 531498
16 4 413509
15 3 128506
1 12 450434
11 5 539481
8 15 177991
15 16 447486
12 3 459751
12 13 118679
7 12 510672
13 8 328563
8 12 209884
12 2 519114
3 6 556214
5 2 421491
4 2 350972
3 9 127323
6 15 510315
2 6 217473
3 11 267591
14 1 502041
14 5 136730
11 12 381925
11 1 574262
8 7 300788
11 2 481271
9 15 255829
5 13 280851
7 6 633112
2 14 539940
14 10 270773
1 10 483827
10 8 40063
10 16 411830
9 6 428891
Case #187: 309
14 18 111348
4 26 189876
10 20 207573
9 16 155914
9 3 28620
5 19 187498
8 12 77968
2 20 172432
27 23 72346
22 7 95920
26 7 194723
19 8 155282
7 10 178137
6 23 82618
4 25 122596
15 5 66216
7 11 115265
24 18 65537
10 16 244658
27 13 104677
20 8 136556
12 19 112091
19 11 187033
13 20 28540
6 7 49267
7 24 135585
1 26 175788
15 4 196347
19 6 121035
6 21 94359
17 19 151876
14 4 87254
11 25 98601
18 8 55028
2 5 115960
22 16 202383
16 2 231552
13 21 20590
1 13 144141
14 11 63259
13 22 125306
3 13 107787
22 1 212014
27 5 114778
17 23 138506
26 18 157019
21 16 97337
5 20 121585
23 26 212709
27 25 22331
2 23 95342
8 1 173916
23 8 116865
24 15 200744
13 23 156005
21 23 135415
17 3 48056
2 22 29169
25 26 145197
9 19 132440
14 15 109093
11 22 19345
8 5 117542
24 25 77359
14 22 43914
14 19 211602
12 15 111959
13 6 114949
27 9 142664
7 15 158365
22 21 141012
26 11 165881
8 11 100245
22 19 167688
7 25 81870
27 2 107112
26 3 160585
1 7 158896
27 1 134071
14 26 178222
1 19 232553
17 16 217224
14 17 96306
23 25 73659
12 20 103418
12 4 116142
9 14 97935
22 10 172779
17 6 55888
20 27 92037
18 21 73578
17 1 152275
3 11 100418
4 24 91077
3 15 103688
18 15 170485
16 5 201346
14 16 158469
20 4 104058
19 10 154640
10 5 85988
21 19 150188
25 13 82346
27 21 84087
24 3 128810
14 21 103387
17 20 143203
12 25 144818
9 2 138862
25 18 11822
13 8 149196
14 12 116716
9 22 109693
7 19 158497
13 17 150274
4 16 193445
6 27 31290
24 21 139115
5 3 83678
11 6 65998
14 23 110087
15 10 19772
10 2 201948
3 23 147246
16 18 170915
20 24 147065
14 7 89685
25 6 32603
23 11 85518
26 6 177800
4 17 145881
2 18 96603
19 26 56765
4 1 219659
22 4 43340
5 18 104269
26 5 135345
18 1 144580
1 12 208602
12 24 120539
17 15 151744
15 21 179851
2 15 182176
1 11 231359
14 24 91651
19 18 100254
19 23 162091
9 12 36891
22 25 79256
5 9 55058
3 4 124413
20 14 111337
4 18 110774
20 16 89387
5 14 42877
10 23 238952
11 2 48514
16 3 184534
27 15 180994
11 17 121886
25 5 116091
13 16 117927
26 8 179703
4 10 216119
8 4 124240
9 17 76676
15 9 121274
10 21 199623
10 26 107763
10 14 128865
6 9 132564
10 18 190257
12 3 8271
16 23 214536
13 14 123977
7 9 83297
1 23 206417
6 22 46653
3 27 135234
25 19 88432
5 17 131734
27 18 10509
4 11 62685
24 17 142206
1 3 200331
21 1 123551
7 3 54677
19 3 103820
17 25 88491
11 10 192124
24 1 210117
20 7 149824
24 9 157430
16 12 192805
12 27 143505
1 5 237186
23 15 219180
19 4 211028
1 25 156402
22 12 72802
10 3 123460
9 1 182128
1 6 165361
2 4 72509
6 24 86318
27 4 108061
20 23 143365
1 16 204988
12 26 168856
13 5 134225
23 22 66173
26 20 180789
11 9 129038
15 6 191266
9 25 120333
21 3 87197
11 12 92147
22 18 67434
2 1 241183
2 21 170181
8 10 187433
2 14 73083
5 7 132562
9 8 98317
16 7 223845
17 7 6621
16 11 213305
27 11 97288
9 10 141046
21 25 61756
18 12 132996
27 7 80557
8 15 167661
2 13 154475
12 10 131731
2 26 117367
27 17 87178
15 1 303323
8 27 65537
10 24 220516
12 6 112215
20 11 123918
22 24 47737
14 3 124987
2 6 75822
19 15 134868
17 8 21641
6 20 102309
15 13 200441
9 21 58577
19 2 174132
26 13 179678
27 24 76046
1 10 283551
25 3 136547
25 10 202079
4 5 130131
26 27 167528
24 19 165791
23 5 152964
15 11 172352
20 15 187801
19 16 90018
25 8 66850
17 21 135253
18 3 124725
7 2 125089
12 2 101971
22 5 86791
2 3 110242
2 8 110069
16 15 224886
14 8 74665
24 2 76906
26 21 172839
5 6 125050
14 6 90567
20 21 7950
26 9 189205
3 22 81073
25 14 123170
13 24 159705
7 12 62948
18 7 70048
1 20 115601
5 12 91949
17 12 56327
4 23 109513
22 26 146536
16 27 181424
24 8 120565
27 22 77943
18 23 61837
25 16 159093
21 11 126551
5 24 134528
2 17 131710
22 8 80900
4 7 139260
18 11 86779
20 19 158138
4 9 153033
17 10 171516
6 16 191696
23 7 131885
23 9 175866
24 11 67082
20 22 143263
7 13 156895
Case #188: 9
11 6 992155
9 8 912021
14 13 201402
16 10 83318
15 9 547764
15 2 846767
11 5 977358
16 5 348021
14 5 176415
Case #189: 23
1 2 654821
6 8 372907
7 8 121322
6 4 173177
7 4 224482
4 2 544524
8 3 477269
5 1 220560
5 2 530016
5 3 292047
5 4 14508
5 6 187685
2 8 441364
3 4 277539
7 3 502021
8 4 199730
1 6 379229
1 3 483591
6 2 717701
5 7 209974
1 4 206052
2 3 822063
6 7 397659
Case #190: 144
11 25 195913
30 34 277623
24 35 123715
15 17 299488
13 21 210898
26 10 159985
1 24 199867
12 21 118274
15 1 215384
35 29 109655
18 29 72738
15 35 139232
11 14 265973
37 20 238678
13 12 297101
22 33 55231
32 17 232139
3 33 297898
4 31 311453
25 30 178261
10 33 133395
37 13 237602
20 23 126951
6 31 235253
34 27 280070
4 17 92335
29 25 129933
23 1 17146
38 17 301001
33 5 152263
4 15 207153
11 15 134427
10 32 50786
25 19 70693
18 23 50987
7 31 252111
2 1 149237
1 28 93472
11 13 151129
10 1 58814
33 29 113478
35 23 202248
33 24 237898
30 16 283905
22 38 125222
2 14 234913
29 28 136593
16 5 125783
5 38 222254
18 9 152613
4 9 295526
18 20 121204
23 24 217013
22 32 56360
5 19 118297
10 35 178599
27 37 224562
29 38 183469
28 36 206067
22 13 214886
19 15 184060
24 16 59517
29 21 69376
8 29 55180
9 33 193353
14 8 216303
22 7 320263
16 27 294649
10 37 186667
13 17 316190
11 16 178427
18 4 250314
22 24 182667
9 23 203600
32 25 105788
20 35 106229
5 14 233654
5 26 178853
17 28 254125
25 26 131249
24 26 264488
5 37 204275
36 4 307168
8 23 147773
26 21 70692
14 7 371059
10 34 315382
32 2 141209
27 36 209744
1 14 157232
11 24 118910
32 21 45231
23 27 115054
14 19 203372
25 36 88482
38 2 193772
38 12 232367
8 35 54475
5 9 239492
19 23 64485
20 9 159636
25 33 72901
10 30 140514
35 33 223133
5 12 116256
20 14 268057
17 11 264401
27 25 121262
2 3 372554
24 20 136424
9 17 258841
27 7 288449
14 3 251247
36 13 305727
29 34 288741
18 3 257158
32 27 105936
4 1 222825
33 19 54238
19 3 270656
7 35 282249
18 21 3362
2 23 166383
31 18 88464
23 22 65478
2 25 203723
31 29 154478
16 12 242039
11 12 211981
13 1 232086
4 2 141006
15 8 84757
2 20 85794
28 3 316789
37 16 315681
10 4 246520
15 38 138085
30 2 230937
25 31 145659
11 20 17514
24 6 169529
8 25 185113
4 28 224775
2 35 73085
Case #191: 5
13 4 802539
4 10 771984
4 7 898929
6 8 580288
4 6 410054
Case #192: 14
3 2 883329
4 6 557209
7 5 396101
3 6 916615
4 7 677859
5 6 523871
5 1 210635
7 3 776949
5 3 438118
1 6 689132
5 2 480853
2 6 212662
1 2 691488
6 7 139666
Case #193: Impossible
Case #194: 10
1 2 264867
3 1 531632
5 2 637772
4 1 131840
5 3 493393
1 5 524717
5 4 656557
3 2 796499
4 6 452044
1 6 320204
Case #195: Impossible
Case #196: 735
17 19 51030
31 43 202490
36 37 66424
4 13 117090
31 46 53632
29 18 49883
41 45 21068
18 43 168275
17 13 132890
42 34 26773
38 14 151585
46 30 65192
17 42 85881
17 16 129888
34 15 43826
7 38 77420
16 10 123166
19 37 37931
31 40 44345
26 34 59877
40 14 162274
37 28 135080
13 23 90397
2 42 52868
47 14 23240
24 23 64970
22 9 115396
6 17 70876
43 47 125507
27 4 71659
25 34 79070
17 5 61648
7 46 50103
15 12 73218
14 22 197080
25 46 80239
39 48 127670
30 20 93753
34 16 100485
11 41 174885
24 33 220984
18 14 107922
1 27 33305
1 29 49852
28 12 104914
13 43 229929
16 25 174553
46 6 47811
20 47 135683
22 26 165728
16 43 241081
18 36 34545
6 21 57583
17 20 108083
15 48 89628
28 27 78393
19 1 52061
29 39 124857
26 15 103703
47 7 66078
16 44 218438
1 12 59826
31 25 101249
1 8 78591
37 17 88961
42 21 79015
28 49 89522
22 33 251659
27 29 16547
9 30 56886
19 4 35230
24 17 106991
9 3 6799
38 9 76908
11 30 133049
5 42 45469
21 8 110586
22 29 156540
21 45 75811
12 17 58795
33 36 144570
14 44 122310
19 39 84004
7 20 82753
19 12 7765
43 7 158343
5 7 36318
27 11 152594
45 1 20414
8 37 112900
12 27 71440
27 15 90876
26 27 25735
22 34 118957
7 33 160511
25 2 113712
15 21 103190
13 40 15089
12 48 70192
40 46 89933
1 20 96286
16 47 157488
30 2 54717
20 5 52141
33 41 153937
37 5 47842
25 17 146725
43 26 188455
39 33 214124
13 41 80280
43 25 226218
22 36 107089
15 23 56444
29 48 96491
39 26 134045
27 48 87850
48 4 97657
23 26 72495
4 2 17213
33 20 185002
34 1 43983
48 31 96142
32 10 118775
27 25 92127
1 40 94715
8 9 54783
43 11 240888
47 29 53760
16 45 116913
36 19 28493
23 18 15061
43 14 148747
30 45 74755
48 23 53418
17 10 83234
24 15 116674
47 9 58444
22 4 168673
23 41 10117
34 3 10360
49 34 35921
19 3 26985
15 18 71505
33 19 173063
9 43 150709
7 36 15941
45 43 170717
31 27 65520
19 28 97149
47 1 70518
5 10 54926
7 16 104558
1 7 48056
19 20 57053
43 2 146391
8 43 205492
42 6 24992
46 42 62403
20 25 129943
6 35 52695
42 40 77505
27 16 142533
48 34 45802
4 47 86614
12 47 86395
10 13 121308
12 25 103460
1 25 102333
26 32 128910
10 38 64033
40 47 139034
18 26 59071
14 48 126045
6 10 64097
36 20 85546
36 3 1508
21 32 135970
18 6 25898
2 11 156971
43 19 162223
27 5 74293
35 45 70904
13 34 82781
39 27 108310
44 13 169546
19 30 36700
9 26 63438
23 43 161886
12 35 40614
3 42 16413
27 41 44549
48 3 51160
34 21 59364
8 27 98272
24 49 108507
5 49 63164
40 3 87510
20 44 128764
26 24 121084
25 6 77289
40 17 145789
40 37 105171
44 37 146716
12 9 27951
11 18 163697
29 3 61049
32 17 125497
37 49 90477
11 16 248607
49 36 40667
32 27 103175
43 10 190894
19 44 139580
41 17 70156
43 24 144507
25 19 95695
25 3 68710
12 49 60311
29 17 94861
39 6 103850
41 19 19126
16 33 251921
9 18 26238
44 22 215155
20 31 129020
10 31 69918
14 41 82744
44 15 165765
36 27 51796
38 29 75660
5 2 27928
20 12 49288
27 38 92207
36 17 79523
20 6 76899
34 41 2501
2 21 57542
18 48 68479
26 19 65123
16 8 153827
17 9 71216
45 38 96916
9 25 75509
12 29 63700
9 35 53035
30 37 74631
15 46 89856
32 29 119722
29 36 62557
48 44 150575
24 11 194915
19 6 19846
3 1 33623
38 17 137432
31 16 150825
48 35 76515
49 21 72627
49 40 112950
23 12 16774
27 40 101821
30 48 72664
6 28 84635
34 46 46030
32 4 121801
11 48 180744
14 33 178548
6 24 75807
22 35 108424
28 35 117129
9 31 51781
40 29 94592
20 15 37001
6 40 96089
40 30 131459
46 14 72341
46 26 13847
32 44 152751
23 45 31185
43 49 151591
16 18 84910
41 21 56863
46 13 105022
9 27 43489
36 48 52668
20 41 76179
49 9 32360
5 36 39111
26 42 73544
29 8 88609
47 23 69621
36 42 14905
29 2 73952
38 44 177475
38 2 104419
24 5 65872
4 12 42995
10 18 38256
41 7 6574
9 36 8307
23 16 87867
35 15 98302
3 35 59834
23 25 86686
24 8 130930
11 26 158878
4 33 165827
1 16 130919
47 41 59504
3 5 37603
41 40 95369
14 29 75925
6 4 55076
32 2 104588
40 18 100811
38 49 103336
29 41 53190
43 20 188120
1 33 176685
39 45 122059
45 19 38055
29 5 66553
7 48 49875
24 48 89299
18 13 87912
25 49 103256
16 39 162862
30 15 102153
30 22 112275
2 14 119887
37 4 37127
1 42 17210
4 1 87291
23 6 10837
22 31 167177
14 19 101870
41 32 81227
44 41 158706
35 31 104816
25 29 84898
4 18 41282
34 39 105631
6 31 53561
29 15 94515
2 48 80444
27 37 101606
32 42 90823
20 48 119480
32 47 138611
48 9 44361
23 40 85750
34 47 62005
34 32 83728
40 22 169689
11 13 199715
43 36 159016
37 38 110354
26 21 63457
49 2 70563
31 47 102733
24 2 37944
40 11 184626
46 8 93268
24 36 84454
7 42 30846
9 11 173825
14 45 101692
28 39 168284
39 8 158973
17 46 99520
14 8 136467
11 33 86407
42 14 104896
33 31 174394
49 7 39994
23 10 53317
13 1 79626
6 32 81947
13 26 118869
20 21 132612
17 39 122930
49 22 147756
19 27 63675
10 44 171784
10 35 65053
31 38 128689
33 13 215483
22 20 188783
3 17 78015
34 40 97870
1 48 84783
3 45 13209
29 19 55935
38 25 152417
7 8 62417
25 11 241530
4 31 78777
45 15 56394
13 5 76948
5 41 29744
5 8 85587
10 3 71293
17 14 152900
41 4 54356
10 25 96525
22 41 116456
31 5 82585
20 16 135911
28 43 189587
35 47 94368
17 23 60039
31 34 55342
20 42 90191
45 20 93395
45 9 20008
27 7 51123
39 22 57269
43 38 227617
25 28 147421
5 44 150198
37 22 139223
14 39 168763
45 48 64369
26 2 83140
44 28 191189
19 15 65453
16 9 99044
31 32 131948
7 21 63437
5 33 183681
32 38 157075
20 38 48711
42 19 34851
18 5 16670
41 6 720
22 47 173840
9 19 20186
44 33 56238
23 35 41858
32 23 91344
36 26 71745
18 1 58113
30 14 113757
4 34 56857
8 11 184501
20 35 89902
5 4 41164
48 38 119149
47 8 113227
40 10 106219
9 15 47387
7 44 165280
35 38 119251
22 32 162146
30 8 111669
34 9 3561
30 28 113278
31 49 76649
47 46 49101
42 8 61381
45 5 48673
39 36 112497
38 28 159763
26 41 62378
24 19 55961
3 32 86966
15 36 55694
25 47 129340
8 41 55843
46 4 83547
49 47 26084
22 38 192304
13 32 153239
31 18 78019
18 41 25178
19 8 74969
18 7 31752
8 28 123679
11 4 139758
24 3 82946
16 42 113709
10 49 39303
2 22 151460
7 25 83143
20 26 122176
16 35 111707
36 40 86002
21 43 198806
39 46 120198
24 41 75087
33 29 186703
29 20 112988
30 10 68904
6 48 44021
42 31 74993
28 40 139803
47 33 201788
37 20 61643
30 5 47318
19 22 133443
28 36 77203
23 39 93013
44 1 189489
33 40 210695
5 15 76071
10 29 11627
28 1 45088
48 28 40614
20 3 84038
13 19 81860
16 15 144311
8 2 92986
48 43 148973
4 38 121632
12 22 141208
21 47 98711
46 3 56390
17 28 128000
21 14 121951
41 15 46327
3 33 146078
18 19 6052
48 32 122535
6 1 42202
42 11 197037
11 29 168066
24 22 135868
13 14 160904
13 21 55412
8 33 98094
18 22 135221
11 46 164482
13 24 137821
42 18 40903
26 16 143981
41 31 52841
13 30 118560
32 43 143042
24 9 76147
28 33 221773
21 25 97227
45 49 52368
13 2 99877
9 7 7634
10 15 106142
10 20 101361
5 34 32245
40 4 102470
45 31 71789
23 7 16691
28 14 138846
42 43 173921
35 34 54476
21 5 85470
42 45 3204
28 9 84975
8 6 56563
24 45 94016
30 33 159118
48 13 123581
41 25 76569
39 9 104190
21 3 62602
9 29 54250
41 12 26891
37 43 126477
16 29 134793
21 36 64110
18 21 81611
40 21 40323
30 27 53304
10 1 61479
35 7 58549
12 2 25782
6 43 152489
19 38 86402
48 21 100164
32 7 87801
6 49 34140
43 12 169988
4 7 60930
30 44 102880
39 32 104877
34 43 154270
43 22 265700
39 47 145523
8 25 116694
31 30 108667
2 17 69047
41 37 57057
20 9 77239
20 13 123383
36 6 10087
37 42 72782
30 4 71930
10 27 28174
19 35 32849
23 14 92861
37 46 98525
23 37 46940
18 47 84682
17 35 71775
35 36 61342
4 49 60530
27 23 54666
31 14 125973
19 40 94759
13 42 62416
32 20 143624
21 1 94803
31 23 62958
20 8 132022
42 48 67573
35 33 162969
41 42 24272
20 46 117647
28 42 62298
42 39 118855
25 35 128544
5 9 30804
21 33 170372
17 48 87386
25 44 211361
34 2 39644
2 1 70078
38 6 75128
20 24 79673
8 23 65960
37 39 81954
39 24 78599
14 1 93758
36 38 85215
23 2 27026
7 30 62400
19 11 169749
23 9 11177
22 17 180199
29 34 50689
46 22 160995
24 30 92661
49 11 141465
37 24 18030
36 45 11701
26 48 105679
49 3 39159
29 46 4659
42 4 70081
25 5 106313
14 49 49324
3 18 33037
2 44 126802
3 47 65243
31 37 76351
33 25 214788
47 27 37213
37 33 202954
12 3 34750
20 27 120728
22 28 160890
26 25 94086
7 11 181459
23 22 126573
35 40 127608
47 38 129420
17 47 129660
8 38 131691
34 23 12618
19 48 62427
33 27 196366
17 49 103576
4 21 74755
17 45 89085
21 28 139891
34 45 23569
1 39 136065
18 24 62013
34 19 21627
27 46 11888
40 38 163143
28 11 221358
24 34 77588
32 46 115063
26 49 36864
30 23 45709
24 10 100269
25 22 177307
10 36 72801
33 49 185237
5 39 94622
28 24 129913
28 2 115166
3 8 47984
45 11 193833
11 17 208675
37 15 98644
21 39 126115
27 43 162720
15 6 45607
49 19 52546
3 15 54186
21 11 144303
41 46 48531
12 24 63726
41 3 7859
46 21 49610
9 1 40422
3 43 157508
23 42 34389
7 14 89318
46 9 49591
37 29 93866
41 35 51975
46 1 45193
39 3 110989
13 49 111580
3 27 50288
38 24 128384
20 40 138472
39 11 169384
15 47 105831
33 46 191362
1 5 62679
26 28 98136
21 30 112259
5 14 112488
44 18 133528
8 26 97797
43 1 191131
41 9 1060
25 39 179699
48 40 138670
32 30 49871
4 14 109854
4 44 109589
14 35 117608
6 7 5854
Case #197: 38
24 14 618350
31 30 186770
37 13 218953
19 33 495249
10 3 680026
38 6 957211
12 25 765256
30 33 747703
19 6 773885
21 8 978271
35 11 481580
36 3 745946
13 5 905530
17 24 349942
30 18 598221
1 27 516186
16 9 470675
27 6 860976
13 33 455698
24 23 134590
13 9 629985
9 15 778634
29 34 451175
19 10 626569
17 22 951506
11 1 950397
5 3 787951
30 32 546189
24 2 836570
1 36 914424
4 19 291826
16 8 764716
27 30 165880
35 14 480060
38 35 898803
12 14 506935
20 23 541282
35 26 980475
Case #198: 4
3 5 43575
1 6 323454
5 6 104272
1 2 746019
Case #199: 351
41 9 128433
10 24 246073
21 2 129493
22 10 266809
42 49 234755
23 38 199742
21 1 116114
49 13 378044
38 49 233798
48 7 135786
30 15 131120
35 38 124484
12 17 240275
45 15 98725
42 25 200455
20 42 274577
4 18 10312
10 17 329500
36 27 189455
28 39 60247
15 32 119303
20 34 147321
34 13 159922
48 19 168631
42 23 238707
19 45 172254
14 2 171633
22 5 127601
31 47 232968
47 26 118449
40 15 204256
43 27 159449
15 11 199137
10 41 258334
19 36 278277
19 30 41719
47 19 203586
45 31 291501
28 10 279675
21 24 43289
10 27 231072
2 49 315521
2 20 239388
39 26 173469
7 43 92952
10 9 341433
3 26 111623
33 7 176796
4 38 197324
8 20 237558
33 17 288663
13 47 230990
45 36 155706
49 29 197140
31 16 135699
23 36 216494
46 10 243765
49 36 340432
7 1 131599
37 38 207142
16 14 150920
16 13 215971
42 19 236405
16 33 160908
48 32 138729
25 35 249312
29 20 245193
19 14 184831
38 44 202975
24 22 108878
34 37 214734
11 17 356095
15 13 194596
45 35 219888
22 27 181263
5 41 147580
4 40 240593
14 22 213691
20 9 294563
46 31 123225
23 43 142069
39 23 107170
30 21 160726
6 12 110619
11 30 330111
31 41 264920
25 40 178511
25 44 208587
28 47 211758
29 19 185027
31 34 79650
4 15 36337
41 44 287979
8 32 241970
22 37 177167
17 14 282743
13 32 275110
31 12 192616
25 47 173223
10 21 261996
37 23 136604
45 29 187497
42 15 162096
6 19 208994
14 8 248449
33 18 152430
34 4 149463
41 48 204454
33 4 142118
42 38 67737
38 43 113126
8 1 210537
16 24 137996
44 37 226343
20 49 279628
36 4 217835
49 46 179879
28 17 204243
3 23 157166
24 11 212820
25 36 266429
44 27 237348
49 26 265503
14 41 220654
35 17 172755
43 20 268368
32 6 179092
36 9 185667
44 40 251201
42 30 218320
33 44 120049
41 8 307695
38 13 219257
40 37 248498
20 46 190896
3 32 133963
6 40 94139
5 1 116765
31 3 238654
11 5 236439
20 15 222122
9 18 160955
31 7 237867
30 1 46727
25 49 352973
10 4 196053
43 35 179999
40 20 283838
18 6 197009
33 26 57478
22 7 140286
43 25 185826
43 32 92268
5 25 175413
38 1 228388
42 34 138741
32 44 222254
7 12 212287
12 22 125784
8 17 286911
48 24 104378
32 49 339752
25 10 258435
2 38 236741
35 16 93181
22 33 200976
11 26 274774
40 49 267312
18 15 46649
7 2 144978
21 20 251728
2 43 147748
1 23 180716
14 12 252107
35 28 140434
16 22 181044
28 19 146703
16 21 153919
8 11 143596
27 3 190989
34 8 90237
8 5 162359
33 1 185137
11 28 246422
36 39 194460
10 30 290542
27 16 67455
37 10 267612
41 11 366626
45 4 62388
14 18 97771
32 12 229264
37 19 181425
28 9 161591
28 43 95146
16 4 160650
16 23 218521
21 46 141445
48 44 224882
30 31 228993
2 47 245385
7 44 256836
43 4 84198
38 34 154097
27 1 207476
32 14 154929
31 43 227693
8 43 172772
18 30 177769
17 1 162724
23 48 184903
18 27 171181
32 29 155125
15 26 160507
46 27 12693
3 22 234657
24 31 206459
39 41 197990
27 25 185787
12 39 194192
17 13 351554
7 15 45091
15 39 12962
32 25 93558
25 11 280609
33 2 196926
3 4 129049
18 28 93934
